Key,Category,QuestionNumber,matchOrnomatch,Difficulty,verdict,ResponseTime,routineStart,routineStamp,routineEnd,Cat2FeedbackTime,ParticipantID
3Item15,3,Item15,nomatch,Difficult,INCORRECT,6.171088699993561,1677154007.8494737,"23/02/2023, 17:36:47",1677154014.0205624,0.0,10
3Item2,3,Item2,match,Easy,CORRECT,9.096554599993397,1677154014.0380912,"23/02/2023, 17:36:54",1677154023.1346457,0.0,10
3Item5,3,Item5,match,Easy,INCORRECT,5.495223399993847,1677154023.1702533,"23/02/2023, 17:37:03",1677154028.6654766,0.0,10
3Item12,3,Item12,match,Medium,INCORRECT,15.20794510000269,1677154028.689991,"23/02/2023, 17:37:08",1677154043.897936,0.0,10
3Item6,3,Item6,match,Easy,INCORRECT,8.163965799991274,1677154043.9248376,"23/02/2023, 17:37:23",1677154052.0888033,0.0,10
3Item8,3,Item8,nomatch,Medium,INCORRECT,8.209001499999431,1677154052.1129313,"23/02/2023, 17:37:32",1677154060.3219328,0.0,10
3Item7,3,Item7,match,Medium,INCORRECT,21.75170869998692,1677154060.343958,"23/02/2023, 17:37:40",1677154082.0956666,0.0,10
3Item9,3,Item9,nomatch,Medium,INCORRECT,30.93456549999246,1677154082.1226232,"23/02/2023, 17:38:02",1677154113.0571887,0.0,10
3Item17,3,Item17,match,Difficult,CORRECT,5.225832800002536,1677154113.078596,"23/02/2023, 17:38:33",1677154118.3044288,0.0,10
3Item19,3,Item19,nomatch,Difficult,INCORRECT,4.281910200006678,1677154118.3206189,"23/02/2023, 17:38:38",1677154122.602529,0.0,10
3Item11,3,Item11,match,Medium,CORRECT,2.9510175000032177,1677154122.624575,"23/02/2023, 17:38:42",1677154125.5755925,0.0,10
3Item4,3,Item4,0,0,0,3.0,1677154125.5755925,"23/02/2023, 07:08:45",1677154128.5755925,0.0,10
1spl1,1,spl1,match,Easy,CORRECT,18.59779399994295,1676893876.033026,"20/02/2023, 17:21:16",1676893894.63082,0.0,11
1spl2,1,spl2,nomatch,Easy,INCORRECT,5.921467500040308,1676893894.907364,"20/02/2023, 17:21:34",1676893900.8288314,0.0,11
1Item1,1,Item1,match,Easy,CORRECT,10.835993999964558,1676893900.8934362,"20/02/2023, 17:21:40",1676893911.7294302,0.0,11
1Item2,1,Item2,match,Easy,CORRECT,45.04507100000046,1676893911.7653794,"20/02/2023, 17:21:51",1676893956.8104503,0.0,11
1Item3,1,Item3,match,Easy,CORRECT,79.42279450001661,1676893956.8477075,"20/02/2023, 17:22:36",1676894036.270502,0.0,11
1Item4,1,Item4,match,Medium,CORRECT,48.75871279998682,1676894036.3049295,"20/02/2023, 17:23:56",1676894085.0636425,0.0,11
1Item5,1,Item5,nomatch,Medium,CORRECT,24.819539900054224,1676894085.100471,"20/02/2023, 17:24:45",1676894109.9200108,0.0,11
1Item6,1,Item6,match,Medium,CORRECT,13.013273000018671,1676894109.9555707,"20/02/2023, 17:25:09",1676894122.9688437,0.0,11
1Item7,1,Item7,match,Difficult,CORRECT,7.793704899959266,1676894123.0130386,"20/02/2023, 17:25:23",1676894130.8067436,0.0,11
1Item8,1,Item8,nomatch,Difficult,INCORRECT,11.753282799967565,1676894130.840238,"20/02/2023, 17:25:30",1676894142.5935209,0.0,11
1Item9,1,Item9,match,Difficult,INCORRECT,17.662785900058225,1676894142.6199582,"20/02/2023, 17:25:42",1676894160.2827442,0.0,11
1Item10,1,Item10,nomatch,Difficult,INCORRECT,30.811107099987566,1676894160.3160405,"20/02/2023, 17:26:00",1676894191.1271477,0.0,11
2spl1,2,spl1,match,Easy,CORRECT,5.002393800066784,1676894313.69121,"20/02/2023, 17:28:33",1676894318.6936038,0.0,11
2spl2,2,spl2,nomatch,Easy,INCORRECT,2.840932499966584,1676894321.460024,"20/02/2023, 17:28:41",1676894324.3009567,0.0,11
2Item1,2,Item1,match,Easy,CORRECT,3.3398680000100285,1676894329.6421344,"20/02/2023, 17:28:49",1676894332.9820025,1.4106557000195608,11
2Item2,2,Item2,match,Easy,CORRECT,8.971341000054963,1676894334.4631224,"20/02/2023, 17:28:54",1676894343.4344633,1.1134774000383914,11
2Item3,2,Item3,match,Easy,CORRECT,4.49215050006751,1676894344.5979905,"20/02/2023, 17:29:04",1676894349.090141,1.0748373999958858,11
2Item4,2,Item4,nomatch,Medium,INCORRECT,8.588785300031304,1676894350.2305293,"20/02/2023, 17:29:10",1676894358.8193147,6.343430700013414,11
2Item5,2,Item5,match,Medium,INCORRECT,32.810056300018914,1676894365.224865,"20/02/2023, 17:29:25",1676894398.0349212,3.4490141000133008,11
2Item6,2,Item6,match,Medium,CORRECT,33.02287389989942,1676894401.5533457,"20/02/2023, 17:30:01",1676894434.5762196,1.142954899929464,11
2Item7,2,Item7,match,Difficult,INCORRECT,71.92897520004772,1676894435.78418,"20/02/2023, 17:30:35",1676894507.713155,2.4040277999592945,11
2Item8,2,Item8,nomatch,Difficult,INCORRECT,44.99337629997172,1676894510.1876023,"20/02/2023, 17:31:50",1676894555.1809783,1.5733210999751464,11
2Item9,2,Item9,nomatch,Difficult,CORRECT,11.257439300068654,1676894556.801603,"20/02/2023, 17:32:36",1676894568.0590425,1.4116575999651104,11
2Item10,2,Item10,match,Difficult,INCORRECT,16.445055400021374,1676894569.5220933,"20/02/2023, 17:32:49",1676894585.9671488,1.1559807000448927,11
3spl1,3,spl1,match,Easy,CORRECT,3.531063099973835,1676894664.6438663,"20/02/2023, 17:34:24",1676894668.1749294,0.0,11
3spl2,3,spl2,nomatch,Easy,CORRECT,4.468216099892743,1676894668.2105875,"20/02/2023, 17:34:28",1676894672.6788037,0.0,11
3Item15,3,Item15,nomatch,Difficult,INCORRECT,14.0637053999817,1676894672.720518,"20/02/2023, 17:34:32",1676894686.7842236,0.0,11
3Item2,3,Item2,match,Easy,CORRECT,2.371892199967988,1676894686.8195968,"20/02/2023, 17:34:46",1676894689.191489,0.0,11
3Item5,3,Item5,match,Easy,CORRECT,3.6707050999393687,1676894689.2341552,"20/02/2023, 17:34:49",1676894692.9048605,0.0,11
3Item12,3,Item12,match,Medium,CORRECT,4.420094199944288,1676894692.9397829,"20/02/2023, 17:34:52",1676894697.359877,0.0,11
3Item6,3,Item6,match,Easy,CORRECT,2.288474300061353,1676894697.381251,"20/02/2023, 17:34:57",1676894699.6697254,0.0,11
3Item8,3,Item8,nomatch,Medium,CORRECT,11.407622700091451,1676894699.699314,"20/02/2023, 17:34:59",1676894711.106937,0.0,11
3Item7,3,Item7,match,Medium,INCORRECT,8.206661599921063,1676894711.1387248,"20/02/2023, 17:35:11",1676894719.3453865,0.0,11
3Item9,3,Item9,nomatch,Medium,INCORRECT,3.123072299989872,1676894719.3771386,"20/02/2023, 17:35:19",1676894722.500211,0.0,11
3Item17,3,Item17,match,Difficult,CORRECT,6.527365599991754,1676894722.5381277,"20/02/2023, 17:35:22",1676894729.065493,0.0,11
3Item19,3,Item19,nomatch,Difficult,CORRECT,19.72213890007697,1676894729.11344,"20/02/2023, 17:35:29",1676894748.835579,0.0,11
3Item11,3,Item11,match,Medium,CORRECT,15.316062500001864,1676894748.8752656,"20/02/2023, 17:35:48",1676894764.191328,0.0,11
3Item4,3,Item4,match,Easy,CORRECT,4.713577199960128,1676894764.2245717,"20/02/2023, 17:36:04",1676894768.938149,0.0,11
3Item13,3,Item13,match,Difficult,CORRECT,6.2978940000757575,1676894768.964117,"20/02/2023, 17:36:08",1676894775.262011,0.0,11
3Item10,3,Item10,match,Medium,CORRECT,2.82116789999418,1676894775.2945995,"20/02/2023, 17:36:15",1676894778.1157677,0.0,11
3Item14,3,Item14,match,Difficult,CORRECT,7.20308110001497,1676894778.1457305,"20/02/2023, 17:36:18",1676894785.3488116,0.0,11
3Item3,3,Item3,match,Easy,CORRECT,4.184436200070195,1676894785.385601,"20/02/2023, 17:36:25",1676894789.5700371,0.0,11
3Item20,3,Item20,match,Difficult,CORRECT,2.4300259000156075,1676894789.605494,"20/02/2023, 17:36:29",1676894792.0355198,0.0,11
3Item18,3,Item18,nomatch,Difficult,INCORRECT,0.5395456000696868,1676894792.068188,"20/02/2023, 17:36:32",1676894792.6077335,0.0,11
1spl1,1,spl1,match,Easy,CORRECT,3.0122161000035703,1675773300.294364,"07/02/2023, 18:05:00",1675773303.30658,0.0,12
1spl2,1,spl2,nomatch,Easy,INCORRECT,13.155909299995985,1675773303.471895,"07/02/2023, 18:05:03",1675773316.6278045,0.0,12
1Item1,1,Item1,match,Easy,CORRECT,7.591203999996651,1675773316.6566114,"07/02/2023, 18:05:16",1675773324.2478154,0.0,12
1Item2,1,Item2,match,Easy,CORRECT,9.529152000002796,1675773324.292106,"07/02/2023, 18:05:24",1675773333.8212578,0.0,12
1Item3,1,Item3,match,Easy,CORRECT,15.280158800000208,1675773333.854858,"07/02/2023, 18:05:33",1675773349.135017,0.0,12
1Item4,1,Item4,match,Medium,CORRECT,11.707106700006989,1675773349.1630197,"07/02/2023, 18:05:49",1675773360.8701262,0.0,12
1Item5,1,Item5,nomatch,Medium,INCORRECT,21.37536809999437,1675773360.90535,"07/02/2023, 18:06:00",1675773382.280718,0.0,12
1Item6,1,Item6,match,Medium,CORRECT,10.774901800003136,1675773382.3209734,"07/02/2023, 18:06:22",1675773393.0958753,0.0,12
1Item7,1,Item7,match,Difficult,CORRECT,10.635919099993773,1675773393.1262994,"07/02/2023, 18:06:33",1675773403.7622185,0.0,12
1Item8,1,Item8,nomatch,Difficult,CORRECT,15.479023099993356,1675773403.7964523,"07/02/2023, 18:06:43",1675773419.2754755,0.0,12
1Item9,1,Item9,match,Difficult,CORRECT,12.577943700001924,1675773419.309176,"07/02/2023, 18:06:59",1675773431.8871198,0.0,12
1Item10,1,Item10,nomatch,Difficult,INCORRECT,12.3240053000045,1675773431.916224,"07/02/2023, 18:07:11",1675773444.2402294,0.0,12
2spl1,2,spl1,match,Easy,CORRECT,5.681277600000612,1675773531.6286922,"07/02/2023, 18:08:51",1675773537.3099697,0.0,12
2spl2,2,spl2,nomatch,Easy,INCORRECT,7.678613299998688,1675773540.168555,"07/02/2023, 18:09:00",1675773547.8471682,0.0,12
2Item1,2,Item1,match,Easy,CORRECT,6.344828700006474,1675773550.5408635,"07/02/2023, 18:09:10",1675773556.885692,1.329194700010703,12
2Item2,2,Item2,match,Easy,CORRECT,5.572521800000686,1675773558.2580595,"07/02/2023, 18:09:18",1675773563.8305812,1.2145086999953492,12
2Item3,2,Item3,match,Easy,CORRECT,9.883321300003445,1675773565.088879,"07/02/2023, 18:09:25",1675773574.9722004,1.410077900000033,12
2Item4,2,Item4,nomatch,Medium,INCORRECT,9.531433500000276,1675773576.4279606,"07/02/2023, 18:09:36",1675773585.9593942,1.3671434999996563,12
2Item5,2,Item5,match,Medium,CORRECT,10.157405800011476,1675773587.380894,"07/02/2023, 18:09:47",1675773597.5382998,1.226418599995668,12
2Item6,2,Item6,match,Medium,CORRECT,23.94795870000962,1675773598.8267992,"07/02/2023, 18:09:58",1675773622.774758,1.0764853000000585,12
2Item7,2,Item7,match,Difficult,CORRECT,7.937500999993063,1675773623.9068522,"07/02/2023, 18:10:23",1675773631.8443532,1.2295895999995992,12
2Item8,2,Item8,nomatch,Difficult,INCORRECT,7.958770099998219,1675773633.11521,"07/02/2023, 18:10:33",1675773641.07398,0.8423767999920528,12
2Item9,2,Item9,nomatch,Difficult,INCORRECT,16.77030720000039,1675773641.9635737,"07/02/2023, 18:10:41",1675773658.733881,1.2978512999980012,12
2Item10,2,Item10,match,Difficult,INCORRECT,14.905311800001073,1675773660.0810676,"07/02/2023, 18:11:00",1675773674.9863794,1.2622094999969704,12
3spl1,3,spl1,match,Easy,CORRECT,5.2568162999959895,1675773730.8377862,"07/02/2023, 18:12:10",1675773736.0946026,0.0,12
3Item15,3,Item15,nomatch,Difficult,INCORRECT,1.1432849999982864,1675773742.9266798,"07/02/2023, 18:12:22",1675773744.069965,0.0,12
3Item2,3,Item2,match,Easy,CORRECT,2.1091545000090264,1675773744.0972755,"07/02/2023, 18:12:24",1675773746.20643,0.0,12
3Item5,3,Item5,match,Easy,CORRECT,2.843962900005863,1675773746.2264826,"07/02/2023, 18:12:26",1675773749.0704455,0.0,12
3Item12,3,Item12,match,Medium,INCORRECT,4.221502100001089,1675773749.08979,"07/02/2023, 18:12:29",1675773753.3112922,0.0,12
3Item6,3,Item6,match,Easy,CORRECT,1.942126000009012,1675773753.3317304,"07/02/2023, 18:12:33",1675773755.2738564,0.0,12
3Item8,3,Item8,nomatch,Medium,INCORRECT,6.000143400000525,1675773755.2964492,"07/02/2023, 18:12:35",1675773761.2965925,0.0,12
3Item7,3,Item7,match,Medium,CORRECT,6.637698200007435,1675773761.3326242,"07/02/2023, 18:12:41",1675773767.9703224,0.0,12
3Item9,3,Item9,nomatch,Medium,INCORRECT,8.419635199999902,1675773768.0005865,"07/02/2023, 18:12:48",1675773776.4202218,0.0,12
3Item17,3,Item17,match,Difficult,CORRECT,3.1295907000021543,1675773776.4435778,"07/02/2023, 18:12:56",1675773779.5731685,0.0,12
3Item19,3,Item19,nomatch,Difficult,CORRECT,10.193755500004045,1675773779.6050088,"07/02/2023, 18:12:59",1675773789.7987642,0.0,12
3Item11,3,Item11,match,Medium,INCORRECT,4.544324900009087,1675773789.8351617,"07/02/2023, 18:13:09",1675773794.3794866,0.0,12
3Item4,3,Item4,match,Easy,CORRECT,4.90059449999535,1675773794.4183922,"07/02/2023, 18:13:14",1675773799.318987,0.0,12
3Item13,3,Item13,match,Difficult,CORRECT,5.058373699997901,1675773799.3483176,"07/02/2023, 18:13:19",1675773804.4066913,0.0,12
3Item10,3,Item10,match,Medium,INCORRECT,7.778004299994791,1675773804.440819,"07/02/2023, 18:13:24",1675773812.2188234,0.0,12
3Item14,3,Item14,match,Difficult,CORRECT,4.661876899990602,1675773812.2507176,"07/02/2023, 18:13:32",1675773816.9125946,0.0,12
3Item3,3,Item3,match,Easy,CORRECT,5.454168300013407,1675773816.9434006,"07/02/2023, 18:13:36",1675773822.397569,0.0,12
3Item20,3,Item20,match,Difficult,INCORRECT,3.829902700003004,1675773822.4175391,"07/02/2023, 18:13:42",1675773826.2474418,0.0,12
3Item18,3,Item18,nomatch,Difficult,CORRECT,3.4203761000098893,1675773826.2763207,"07/02/2023, 18:13:46",1675773829.6966968,0.0,12
3Item16,3,Item16,nomatch,Difficult,INCORRECT,2.9933224999986123,1675773829.727219,"07/02/2023, 18:13:49",1675773832.7205417,0.0,12
3Item1,3,Item1,match,Easy,CORRECT,4.688437200005865,1675773832.7485285,"07/02/2023, 18:13:52",1675773837.4369657,0.0,12
1spl1,1,spl1,match,Easy,CORRECT,17.034233700018376,1676637543.0616927,"17/02/2023, 18:09:03",1676637560.0959263,0.0,13
1spl2,1,spl2,nomatch,Easy,INCORRECT,25.396956200012937,1676637560.1816823,"17/02/2023, 18:09:20",1676637585.5786386,0.0,13
1Item1,1,Item1,match,Easy,CORRECT,15.6011541999178,1676637585.604435,"17/02/2023, 18:09:45",1676637601.205589,0.0,13
1Item2,1,Item2,match,Easy,CORRECT,23.994961200049147,1676637601.2267964,"17/02/2023, 18:10:01",1676637625.2217577,0.0,13
1Item3,1,Item3,match,Easy,INCORRECT,17.78086489997804,1676637625.2411537,"17/02/2023, 18:10:25",1676637643.022019,0.0,13
1Item4,1,Item4,match,Medium,CORRECT,29.400174199952744,1676637643.0415816,"17/02/2023, 18:10:43",1676637672.4417558,0.0,13
1Item5,1,Item5,nomatch,Medium,CORRECT,47.86957490001805,1676637672.4609256,"17/02/2023, 18:11:12",1676637720.3305004,0.0,13
1Item6,1,Item6,match,Medium,CORRECT,24.23855780006852,1676637720.3486557,"17/02/2023, 18:12:00",1676637744.5872135,0.0,13
1Item7,1,Item7,match,Difficult,CORRECT,42.057851199992,1676637744.6022427,"17/02/2023, 18:12:24",1676637786.660094,0.0,13
1Item8,1,Item8,nomatch,Difficult,CORRECT,21.81519340001978,1676637786.6782572,"17/02/2023, 18:13:06",1676637808.4934506,0.0,13
1Item9,1,Item9,match,Difficult,INCORRECT,34.3344876000192,1676637808.5102994,"17/02/2023, 18:13:28",1676637842.8447871,0.0,13
1Item10,1,Item10,0,0,0,43.0,1676637842.8447871,"17/02/2023, 07:44:02",1676637885.8447871,0.0,13
2spl1,2,spl1,match,Easy,CORRECT,6.04550340003334,1676638062.2649374,"17/02/2023, 18:17:42",1676638068.3104408,0.0,13
2spl2,2,spl2,nomatch,Easy,CORRECT,9.705849400022998,1676638071.339491,"17/02/2023, 18:17:51",1676638081.0453403,0.0,13
2Item1,2,Item1,match,Easy,CORRECT,8.046054500038736,1676638083.9070349,"17/02/2023, 18:18:03",1676638091.9530897,2.3464619000442326,13
2Item2,2,Item2,match,Easy,CORRECT,5.050542199984193,1676638094.33825,"17/02/2023, 18:18:14",1676638099.388792,2.0384732000529766,13
2Item3,2,Item3,match,Easy,CORRECT,8.750658500008285,1676638101.4564364,"17/02/2023, 18:18:21",1676638110.207095,1.485780299990438,13
2Item4,2,Item4,nomatch,Medium,INCORRECT,19.92401209997479,1676638111.7231555,"17/02/2023, 18:18:31",1676638131.6471677,6.445625699940138,13
2Item5,2,Item5,match,Medium,CORRECT,11.070170000079088,1676638138.1287663,"17/02/2023, 18:18:58",1676638149.1989362,2.931555400020443,13
2Item6,2,Item6,match,Medium,CORRECT,29.33666179992724,1676638152.159307,"17/02/2023, 18:19:12",1676638181.4959688,1.6798313999315724,13
2Item7,2,Item7,match,Difficult,CORRECT,13.340610199957156,1676638183.2065446,"17/02/2023, 18:19:43",1676638196.547155,1.9182691000169143,13
2Item8,2,Item8,nomatch,Difficult,CORRECT,68.13240210001823,1676638198.5015488,"17/02/2023, 18:19:58",1676638266.633951,2.108463000040502,13
2Item9,2,Item9,nomatch,Difficult,CORRECT,27.78007390000857,1676638268.7751403,"17/02/2023, 18:21:08",1676638296.5552142,1.9586273999884725,13
2Item10,2,Item10,match,Difficult,CORRECT,35.42592920002062,1676638298.540693,"17/02/2023, 18:21:38",1676638333.9666224,2.117200699984096,13
3spl1,3,spl1,match,Easy,CORRECT,3.899583399994299,1676638417.6269724,"17/02/2023, 18:23:37",1676638421.5265558,0.0,13
3spl2,3,spl2,nomatch,Easy,CORRECT,5.940578399924561,1676638421.5424762,"17/02/2023, 18:23:41",1676638427.4830546,0.0,13
3Item15,3,Item15,nomatch,Difficult,INCORRECT,7.864162500016391,1676638427.500499,"17/02/2023, 18:23:47",1676638435.3646617,0.0,13
3Item2,3,Item2,match,Easy,CORRECT,6.643802700098604,1676638435.3746474,"17/02/2023, 18:23:55",1676638442.01845,0.0,13
3Item5,3,Item5,match,Easy,CORRECT,3.736109899939038,1676638442.039149,"17/02/2023, 18:24:02",1676638445.775259,0.0,13
3Item12,3,Item12,match,Medium,CORRECT,6.977038299897686,1676638445.796031,"17/02/2023, 18:24:05",1676638452.7730694,0.0,13
3Item6,3,Item6,match,Easy,CORRECT,7.669513099943288,1676638452.791313,"17/02/2023, 18:24:12",1676638460.460826,0.0,13
3Item8,3,Item8,nomatch,Medium,CORRECT,9.154466700041668,1676638460.4774275,"17/02/2023, 18:24:20",1676638469.631894,0.0,13
3Item7,3,Item7,match,Medium,CORRECT,7.53865310002584,1676638469.6484897,"17/02/2023, 18:24:29",1676638477.1871428,0.0,13
3Item9,3,Item9,nomatch,Medium,INCORRECT,12.261490699951535,1676638477.206284,"17/02/2023, 18:24:37",1676638489.4677746,0.0,13
3Item17,3,Item17,match,Difficult,INCORRECT,5.645596400019713,1676638489.4841716,"17/02/2023, 18:24:49",1676638495.129768,0.0,13
3Item19,3,Item19,nomatch,Difficult,CORRECT,8.666182699962519,1676638495.142557,"17/02/2023, 18:24:55",1676638503.8087397,0.0,13
3Item11,3,Item11,match,Medium,CORRECT,4.641846200102009,1676638503.8229015,"17/02/2023, 18:25:03",1676638508.4647477,0.0,13
3Item4,3,Item4,match,Easy,CORRECT,7.692810599924996,1676638508.4782796,"17/02/2023, 18:25:08",1676638516.17109,0.0,13
3Item13,3,Item13,match,Difficult,CORRECT,6.931695700041018,1676638516.18655,"17/02/2023, 18:25:16",1676638523.1182456,0.0,13
3Item10,3,Item10,match,Medium,CORRECT,5.856595700024627,1676638523.1365502,"17/02/2023, 18:25:23",1676638528.993146,0.0,13
3Item14,3,Item14,match,Difficult,CORRECT,9.666167799965478,1676638529.0039458,"17/02/2023, 18:25:29",1676638538.6701136,0.0,13
3Item3,3,Item3,0,0,0,9.0,1676638538.6701136,"17/02/2023, 07:55:38",1676638547.6701136,0.0,13
1spl1,1,spl1,match,Easy,CORRECT,11.161316000041552,1676808581.512342,"19/02/2023, 17:39:41",1676808592.673658,0.0,14
1spl2,1,spl2,nomatch,Easy,CORRECT,7.922201400040649,1676808592.798003,"19/02/2023, 17:39:52",1676808600.7202044,0.0,14
1Item1,1,Item1,match,Easy,CORRECT,7.902614700025879,1676808600.7463405,"19/02/2023, 17:40:00",1676808608.648955,0.0,14
1Item2,1,Item2,match,Easy,CORRECT,6.4830265999771655,1676808608.6705265,"19/02/2023, 17:40:08",1676808615.153553,0.0,14
1Item3,1,Item3,match,Easy,CORRECT,5.605864000041038,1676808615.178662,"19/02/2023, 17:40:15",1676808620.784526,0.0,14
1Item4,1,Item4,match,Medium,CORRECT,9.162757299956866,1676808620.8041437,"19/02/2023, 17:40:20",1676808629.966901,0.0,14
1Item5,1,Item5,nomatch,Medium,INCORRECT,32.164864799939096,1676808629.993606,"19/02/2023, 17:40:29",1676808662.1584709,0.0,14
1Item6,1,Item6,match,Medium,CORRECT,43.32478879997507,1676808662.1848967,"19/02/2023, 17:41:02",1676808705.5096855,0.0,14
1Item7,1,Item7,match,Difficult,CORRECT,41.16589820000809,1676808705.5355434,"19/02/2023, 17:41:45",1676808746.7014415,0.0,14
1Item8,1,Item8,nomatch,Difficult,CORRECT,55.67604089993984,1676808746.7265804,"19/02/2023, 17:42:26",1676808802.4026213,0.0,14
1Item9,1,Item9,match,Difficult,CORRECT,42.62316110008396,1676808802.4257689,"19/02/2023, 17:43:22",1676808845.04893,0.0,14
1Item10,1,Item10,nomatch,Difficult,CORRECT,40.5844427999109,1676808845.07471,"19/02/2023, 17:44:05",1676808885.6591527,0.0,14
2spl1,2,spl1,match,Easy,CORRECT,10.022287099971436,1676809000.1409883,"19/02/2023, 17:46:40",1676809010.1632757,0.0,14
2spl2,2,spl2,nomatch,Easy,INCORRECT,19.661864300025627,1676809012.9946835,"19/02/2023, 17:46:52",1676809032.6565478,0.0,14
2Item1,2,Item1,match,Easy,CORRECT,8.395147000090219,1676809035.6713526,"19/02/2023, 17:47:15",1676809044.0664997,1.7739854999817908,14
2Item2,2,Item2,match,Easy,CORRECT,4.711314299958758,1676809045.86848,"19/02/2023, 17:47:25",1676809050.5797942,1.3722927999915555,14
2Item3,2,Item3,match,Easy,CORRECT,4.699058199999854,1676809051.980289,"19/02/2023, 17:47:31",1676809056.6793473,0.9349037000210956,14
2Item4,2,Item4,nomatch,Medium,CORRECT,15.559363100095652,1676809057.653232,"19/02/2023, 17:47:37",1676809073.2125952,0.99020370002836,14
2Item5,2,Item5,match,Medium,CORRECT,7.295382599928416,1676809074.2394478,"19/02/2023, 17:47:54",1676809081.5348303,0.8752580001018941,14
2Item6,2,Item6,match,Medium,CORRECT,30.36308010003995,1676809082.4495497,"19/02/2023, 17:48:02",1676809112.8126297,1.974228100036271,14
2Item7,2,Item7,match,Difficult,CORRECT,12.21524299995508,1676809114.8250487,"19/02/2023, 17:48:34",1676809127.0402918,1.1258341000648215,14
2Item8,2,Item8,nomatch,Difficult,CORRECT,27.889474200084805,1676809128.205663,"19/02/2023, 17:48:48",1676809156.0951371,0.897053400054574,14
2Item9,2,Item9,nomatch,Difficult,INCORRECT,26.27731150004547,1676809157.0236626,"19/02/2023, 17:49:17",1676809183.300974,8.385481300065294,14
2Item10,2,Item10,match,Difficult,CORRECT,26.953303800080903,1676809191.732362,"19/02/2023, 17:49:51",1676809218.6856658,0.9741434000898151,14
3spl1,3,spl1,match,Easy,CORRECT,7.655877099954523,1676809303.1654894,"19/02/2023, 17:51:43",1676809310.8213663,0.0,14
3Item15,3,Item15,nomatch,Difficult,CORRECT,12.140361600089818,1676809315.2485502,"19/02/2023, 17:51:55",1676809327.3889115,0.0,14
3Item2,3,Item2,match,Easy,CORRECT,7.198114299913868,1676809327.4149144,"19/02/2023, 17:52:07",1676809334.6130288,0.0,14
3Item5,3,Item5,match,Easy,CORRECT,6.996275499928743,1676809334.6401296,"19/02/2023, 17:52:14",1676809341.636405,0.0,14
3Item12,3,Item12,match,Medium,CORRECT,23.946552700013857,1676809341.660549,"19/02/2023, 17:52:21",1676809365.6071017,0.0,14
3Item6,3,Item6,match,Easy,CORRECT,6.077075800043531,1676809365.6354015,"19/02/2023, 17:52:45",1676809371.7124772,0.0,14
3Item8,3,Item8,nomatch,Medium,CORRECT,24.509842399973422,1676809371.7367218,"19/02/2023, 17:52:51",1676809396.246564,0.0,14
3Item7,3,Item7,match,Medium,CORRECT,16.071457399986684,1676809396.2730668,"19/02/2023, 17:53:16",1676809412.344524,0.0,14
3Item9,3,Item9,0,0,0,23.0,1676809412.344524,"19/02/2023, 07:23:32",1676809435.344524,0.0,14
1spl1,1,spl1,match,Easy,INCORRECT,6.01217080000788,1679398435.282747,"21/03/2023, 17:03:55",1679398441.2949178,0.0,15
1spl2,1,spl2,nomatch,Easy,INCORRECT,11.550370100012517,1679398441.3770366,"21/03/2023, 17:04:01",1679398452.9274068,0.0,15
1Item1,1,Item1,match,Easy,CORRECT,4.368150599999353,1679398452.9493132,"21/03/2023, 17:04:12",1679398457.317464,0.0,15
1Item2,1,Item2,match,Easy,CORRECT,4.985561700013932,1679398457.3372295,"21/03/2023, 17:04:17",1679398462.322791,0.0,15
1Item3,1,Item3,match,Easy,CORRECT,8.758593200007454,1679398462.3354895,"21/03/2023, 17:04:22",1679398471.0940826,0.0,15
1Item4,1,Item4,match,Medium,CORRECT,13.3993569999584,1679398471.1139684,"21/03/2023, 17:04:31",1679398484.5133257,0.0,15
1Item5,1,Item5,nomatch,Medium,CORRECT,11.75742410001112,1679398484.5338376,"21/03/2023, 17:04:44",1679398496.2912617,0.0,15
1Item6,1,Item6,match,Medium,CORRECT,9.617155100044329,1679398496.312639,"21/03/2023, 17:04:56",1679398505.929794,0.0,15
1Item7,1,Item7,match,Difficult,INCORRECT,25.46466400002828,1679398505.9425986,"21/03/2023, 17:05:05",1679398531.4072626,0.0,15
1Item8,1,Item8,nomatch,Difficult,INCORRECT,20.09431949997088,1679398531.427278,"21/03/2023, 17:05:31",1679398551.5215976,0.0,15
1Item9,1,Item9,match,Difficult,INCORRECT,12.081842500017956,1679398551.5388324,"21/03/2023, 17:05:51",1679398563.6206748,0.0,15
1Item10,1,Item10,nomatch,Difficult,CORRECT,12.439942200027872,1679398563.6430836,"21/03/2023, 17:06:03",1679398576.0830257,0.0,15
2spl1,2,spl1,match,Easy,CORRECT,8.097390300012194,1679398645.9119914,"21/03/2023, 17:07:25",1679398654.0093818,0.0,15
2spl2,2,spl2,nomatch,Easy,CORRECT,7.603496199997608,1679398655.8340366,"21/03/2023, 17:07:35",1679398663.437533,0.0,15
2Item1,2,Item1,match,Easy,CORRECT,5.606819299980998,1679398664.870709,"21/03/2023, 17:07:44",1679398670.4775283,1.1434167999541387,15
2Item2,2,Item2,match,Easy,CORRECT,5.615984899981413,1679398671.650956,"21/03/2023, 17:07:51",1679398677.2669408,0.9310918000410312,15
2Item3,2,Item3,match,Easy,CORRECT,8.541019099997357,1679398678.2294955,"21/03/2023, 17:07:58",1679398686.7705147,1.0355830999906177,15
